time,original,imputed
2023-10-09 00:00:00+00:00,102588.36833333332,102588.36833333332
2023-10-09 01:00:00+00:00,197916.41861111112,197916.41861111112
2023-10-09 02:00:00+00:00,819619.38,819619.38
2023-10-09 03:00:00+00:00,2969867.9322222224,2969867.9322222224
2023-10-09 04:00:00+00:00,3549208.8322222224,2730553.924166667
2023-10-09 05:00:00+00:00,2491239.916111111,2491239.916111111
2023-10-09 06:00:00+00:00,2517340.5883333334,2517340.5883333334
2023-10-09 07:00:00+00:00,2528138.987777778,2528138.987777778
2023-10-09 08:00:00+00:00,2952018.5269444445,2272909.5930555556
2023-10-09 09:00:00+00:00,2017680.1983333328,2017680.1983333328
2023-10-09 10:00:00+00:00,1281125.1252777777,1552680.7980555554
2023-10-09 11:00:00+00:00,1087681.397777778,1087681.397777778
2023-10-09 12:00:00+00:00,583377.9958333333,583377.9958333333
2023-10-09 13:00:00+00:00,356323.4083333333,356323.4083333333
2023-10-09 14:00:00+00:00,544637.0936111112,544637.0936111112
2023-10-09 15:00:00+00:00,545186.5261111112,510336.1163888889
2023-10-09 16:00:00+00:00,476035.13916666666,476035.13916666666
2023-10-09 17:00:00+00:00,264367.6386111111,653750.5351388889
2023-10-09 18:00:00+00:00,831465.9311111111,831465.9311111111
2023-10-09 19:00:00+00:00,220243.6105555556,220243.6105555556
2023-10-09 20:00:00+00:00,263871.25694444444,263871.25694444444
2023-10-09 21:00:00+00:00,127887.82083333332,153811.23638888888
2023-10-09 22:00:00+00:00,43751.215833333335,43751.215833333335
2023-10-09 23:00:00+00:00,46120.8925,46120.8925
2023-10-10 00:00:00+00:00,29666.515555555558,29666.515555555558
2023-10-10 01:00:00+00:00,41886.38,320196.1902777778
2023-10-10 02:00:00+00:00,610725.865,610725.865
2023-10-10 03:00:00+00:00,1553331.6197222222,935890.1507407408
2023-10-10 04:00:00+00:00,2128682.626111111,1261054.4364814814
2023-10-10 05:00:00+00:00,1586218.7222222222,1586218.7222222222
2023-10-10 06:00:00+00:00,1701914.1622222222,1701914.1622222222
2023-10-10 07:00:00+00:00,3266703.865,3266703.865
2023-10-10 08:00:00+00:00,1847652.0697222224,2545106.694166667
2023-10-10 09:00:00+00:00,1709414.7483333333,1823509.5233333334
2023-10-10 10:00:00+00:00,1101912.3525,1101912.3525
2023-10-10 11:00:00+00:00,473942.19138888887,893404.2820370371
2023-10-10 12:00:00+00:00,221305.0905555556,684896.2115740741
2023-10-10 13:00:00+00:00,476388.1411111111,476388.1411111111
2023-10-10 14:00:00+00:00,252867.1775,511702.5226388889
2023-10-10 15:00:00+00:00,547016.9041666667,547016.9041666667
2023-10-10 16:00:00+00:00,707219.1808333333,707219.1808333333
2023-10-10 17:00:00+00:00,602534.4055555556,602534.4055555556
2023-10-10 18:00:00+00:00,882316.4847222222,882316.4847222222
2023-10-10 19:00:00+00:00,332658.19388888887,631127.1744444445
2023-10-10 20:00:00+00:00,379937.8641666667,379937.8641666667
2023-10-10 21:00:00+00:00,235375.09972222225,235375.09972222225
2023-10-10 22:00:00+00:00,137095.07166666666,209407.33240740743
2023-10-10 23:00:00+00:00,453464.4463888889,183439.5650925926
2023-10-11 00:00:00+00:00,157471.79777777777,157471.79777777777
2023-10-11 01:00:00+00:00,341203.81694444444,724329.241736111
2023-10-11 02:00:00+00:00,1319181.1097222222,1291186.6856944442
2023-10-11 03:00:00+00:00,2849223.886111111,1858044.1296527775
2023-10-11 04:00:00+00:00,2424901.573611111,2424901.573611111
2023-10-11 05:00:00+00:00,2905738.9375,2905738.9375
2023-10-11 06:00:00+00:00,2270524.2375,2270524.2375
2023-10-11 07:00:00+00:00,1862292.154722222,1862292.154722222
2023-10-11 08:00:00+00:00,2131533.432777778,2131533.432777778
2023-10-11 09:00:00+00:00,1238272.0716666668,1238272.0716666668
2023-10-11 10:00:00+00:00,896881.4127777778,1078626.849537037
2023-10-11 11:00:00+00:00,868797.9886111111,918981.6274074074
2023-10-11 12:00:00+00:00,759336.4052777778,759336.4052777778
2023-10-11 13:00:00+00:00,685591.7941666667,685591.7941666667
2023-10-11 14:00:00+00:00,479618.7775,479618.7775
2023-10-11 15:00:00+00:00,514444.6769444444,514444.6769444444
2023-10-11 16:00:00+00:00,375692.6894444444,375692.6894444444
2023-10-11 17:00:00+00:00,777474.8961111112,777474.8961111112
2023-10-11 18:00:00+00:00,514650.365,514650.365
2023-10-11 19:00:00+00:00,310952.34722222225,378967.68981481483
2023-10-11 20:00:00+00:00,241592.16694444444,243285.01462962962
2023-10-11 21:00:00+00:00,107602.33944444444,107602.33944444444
2023-10-11 22:00:00+00:00,39377.61555555555,75274.45625
2023-10-11 23:00:00+00:00,42946.57305555556,42946.57305555556
2023-10-12 00:00:00+00:00,49721.53805555555,49721.53805555555
2023-10-12 01:00:00+00:00,92902.07694444444,437352.9658333333
2023-10-12 02:00:00+00:00,1190036.154722222,824984.3936111111
2023-10-12 03:00:00+00:00,2645892.3144444446,1212615.8213888889
2023-10-12 04:00:00+00:00,3281214.2005555555,1600247.2491666668
2023-10-12 05:00:00+00:00,1987878.6769444444,1987878.6769444444
2023-10-12 06:00:00+00:00,2024287.9016666664,2024287.9016666664
2023-10-12 07:00:00+00:00,2061065.908611111,2061065.908611111
2023-10-12 08:00:00+00:00,1961395.151111111,1961395.151111111
2023-10-12 09:00:00+00:00,2004290.346111111,2004290.346111111
2023-10-12 10:00:00+00:00,768468.5116666667,768468.5116666667
2023-10-12 11:00:00+00:00,911625.3161111112,674244.4363888889
2023-10-12 12:00:00+00:00,401234.29777777777,580020.3611111111
2023-10-12 13:00:00+00:00,403470.2391666667,485796.2858333333
2023-10-12 14:00:00+00:00,391572.21055555553,391572.21055555553
2023-10-12 15:00:00+00:00,543274.5541666667,543274.5541666667
2023-10-12 16:00:00+00:00,896487.0402777778,827903.7141666667
2023-10-12 17:00:00+00:00,1112532.8741666668,1112532.8741666668
2023-10-12 18:00:00+00:00,747607.8513888889,759229.8222222223
2023-10-12 19:00:00+00:00,405926.7702777778,405926.7702777778
2023-10-12 20:00:00+00:00,272467.06888888887,272467.06888888887
2023-10-12 21:00:00+00:00,101715.43166666669,188023.0374074074
2023-10-12 22:00:00+00:00,31796.38555555556,103579.00592592591
2023-10-12 23:00:00+00:00,19134.974444444444,19134.974444444444
2023-10-13 00:00:00+00:00,77188.21444444444,698107.801875
2023-10-13 01:00:00+00:00,112384.47416666668,1377080.6293055557
2023-10-13 02:00:00+00:00,775249.6458333334,2056053.4567361113
2023-10-13 03:00:00+00:00,2735026.2841666667,2735026.2841666667
2023-10-13 04:00:00+00:00,2378898.5794444443,2378898.5794444443
2023-10-13 05:00:00+00:00,2402794.308333333,2402794.308333333
2023-10-13 06:00:00+00:00,2226055.573888889,2188540.715277778
2023-10-13 07:00:00+00:00,1974287.1222222224,1974287.1222222224
2023-10-13 08:00:00+00:00,1808414.355555556,1808414.355555556
2023-10-13 09:00:00+00:00,1094901.4055555556,1094901.4055555556
2023-10-13 10:00:00+00:00,518522.41194444447,518522.41194444447
2023-10-13 11:00:00+00:00,192011.53555555557,391650.29842592595
2023-10-13 12:00:00+00:00,232284.7066666667,264778.18490740744
