Data,Intervalo,Vazao
 24-6-2023,18:00:00 a 23:59:59,883955004.0
 25-6-2023,00:00:00 a 05:59:59,928515672.0
 25-6-2023,06:00:00 a 11:59:59,878707518.5
 25-6-2023,12:00:00 a 17:59:59,
 25-6-2023,18:00:00 a 23:59:59,
 26-6-2023,00:00:00 a 05:59:59,
 26-6-2023,06:00:00 a 11:59:59,
 26-6-2023,12:00:00 a 17:59:59,888931996.0
 26-6-2023,18:00:00 a 23:59:59,
 27-6-2023,00:00:00 a 05:59:59,878706468.0
 27-6-2023,06:00:00 a 11:59:59,
 27-6-2023,12:00:00 a 17:59:59,874513917.0
 27-6-2023,18:00:00 a 23:59:59,897320728.5
 28-6-2023,00:00:00 a 05:59:59,
 28-6-2023,06:00:00 a 11:59:59,
 28-6-2023,12:00:00 a 17:59:59,908329332.0
 28-6-2023,18:00:00 a 23:59:59,843572348.0
 29-6-2023,00:00:00 a 05:59:59,871366703.0
 29-6-2023,06:00:00 a 11:59:59,
 29-6-2023,12:00:00 a 17:59:59,900726288.0
 29-6-2023,18:00:00 a 23:59:59,861929816.0
 30-6-2023,00:00:00 a 05:59:59,874778504.5
 30-6-2023,06:00:00 a 11:59:59,863505444.0
 30-6-2023,12:00:00 a 17:59:59,879231899.0
 30-6-2023,18:00:00 a 23:59:59,886571761.0
 1-7-2023,00:00:00 a 05:59:59,
 1-7-2023,06:00:00 a 11:59:59,871367764.5
 1-7-2023,12:00:00 a 17:59:59,925893950.0
 1-7-2023,18:00:00 a 23:59:59,911737515.0
 2-7-2023,00:00:00 a 05:59:59,
 2-7-2023,06:00:00 a 11:59:59,906102163.75
 2-7-2023,12:00:00 a 17:59:59,884214011.5
 2-7-2023,18:00:00 a 23:59:59,887885602.0
 3-7-2023,00:00:00 a 05:59:59,877922046.5
 3-7-2023,06:00:00 a 11:59:59,859832003.5
 3-7-2023,12:00:00 a 17:59:59,897582806.0
 3-7-2023,18:00:00 a 23:59:59,897318752.5
 4-7-2023,00:00:00 a 05:59:59,893911492.0
 4-7-2023,06:00:00 a 11:59:59,868219538.5
 4-7-2023,12:00:00 a 17:59:59,895222316.0
 4-7-2023,18:00:00 a 23:59:59,
 5-7-2023,00:00:00 a 05:59:59,894438791.0
 5-7-2023,06:00:00 a 11:59:59,870581662.5
 5-7-2023,12:00:00 a 17:59:59,864549528.0
 5-7-2023,18:00:00 a 23:59:59,
 6-7-2023,00:00:00 a 05:59:59,880542486.5
 6-7-2023,06:00:00 a 11:59:59,899679017.0
 6-7-2023,12:00:00 a 17:59:59,894698577.5
 6-7-2023,18:00:00 a 23:59:59,895486596.0
 7-7-2023,00:00:00 a 05:59:59,893387824.0
 7-7-2023,06:00:00 a 11:59:59,923795779.0
 7-7-2023,12:00:00 a 17:59:59,910425996.5
 7-7-2023,18:00:00 a 23:59:59,
 8-7-2023,00:00:00 a 05:59:59,893386921.5
 8-7-2023,06:00:00 a 11:59:59,
 8-7-2023,12:00:00 a 17:59:59,
 8-7-2023,18:00:00 a 23:59:59,
 9-7-2023,00:00:00 a 05:59:59,887621534.5
 9-7-2023,06:00:00 a 11:59:59,896532063.5
 9-7-2023,12:00:00 a 17:59:59,
 9-7-2023,18:00:00 a 23:59:59,874513949.0
 10-7-2023,00:00:00 a 05:59:59,
 10-7-2023,06:00:00 a 11:59:59,899941601.5
 10-7-2023,12:00:00 a 17:59:59,
 10-7-2023,18:00:00 a 23:59:59,914096466.0
 11-7-2023,00:00:00 a 05:59:59,
 11-7-2023,06:00:00 a 11:59:59,
 11-7-2023,12:00:00 a 17:59:59,
 11-7-2023,18:00:00 a 23:59:59,898893148.5
 12-7-2023,00:00:00 a 05:59:59,
 12-7-2023,06:00:00 a 11:59:59,
 12-7-2023,12:00:00 a 17:59:59,919078794.0
 12-7-2023,18:00:00 a 23:59:59,
 13-7-2023,00:00:00 a 05:59:59,886833132.0
 13-7-2023,06:00:00 a 11:59:59,
 13-7-2023,12:00:00 a 17:59:59,
 13-7-2023,18:00:00 a 23:59:59,919601518.5
 14-7-2023,00:00:00 a 05:59:59,902824052.0
 14-7-2023,06:00:00 a 11:59:59,
 14-7-2023,12:00:00 a 17:59:59,
 14-7-2023,18:00:00 a 23:59:59,906756481.0
 15-7-2023,00:00:00 a 05:59:59,
 15-7-2023,06:00:00 a 11:59:59,901774666.5
 15-7-2023,12:00:00 a 17:59:59,
 15-7-2023,18:00:00 a 23:59:59,
 16-7-2023,00:00:00 a 05:59:59,
 16-7-2023,06:00:00 a 11:59:59,873726307.0
 16-7-2023,12:00:00 a 17:59:59,889717627.0
 16-7-2023,18:00:00 a 23:59:59,878709599.5
 17-7-2023,00:00:00 a 05:59:59,
